2022-02-21 22:56:46 startup archives install
2025-07-10 13:36:56 status unpacked libxext6:amd64 2:1.3.4-0ubuntu1
2025-07-10 13:36:56 install libxmuu1:amd64 <none> 2:1.1.3-0ubuntu1
2025-07-10 13:36:56 status half-installed libxmuu1:amd64 2:1.1.3-0ubuntu1
2025-07-10 13:36:56 status unpacked libxmuu1:amd64 2:1.1.3-0ubuntu1
2025-07-10 13:36:56 install publicsuffix:all <none> 20200303.0012-1
2025-07-10 13:36:56 status half-installed publicsuffix:all 20200303.0012-1
2025-07-10 13:36:56 status unpacked publicsuffix:all 20200303.0012-1
2025-07-10 13:36:57 install libbrotli1:amd64 <none> 1.0.7-6ubuntu0.1
2025-07-10 13:36:57 status half-installed libbrotli1:amd64 1.0.7-6ubuntu0.1
2025-07-10 13:36:57 status unpacked libbrotli1:amd64 1.0.7-6ubuntu0.1
2025-07-10 13:36:57 install libroken18-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:57 status half-installed libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:57 status unpacked libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:57 install libasn1-8-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:57 status half-installed libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:57 status unpacked libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:57 install libheimbase1-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:57 status half-installed libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:57 status unpacked libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 install libhcrypto4-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 status half-installed libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 status unpacked libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 install libwind0-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 status half-installed libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 status unpacked libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 install libhx509-5-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 status half-installed libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 status unpacked libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 install libkrb5-26-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 status half-installed libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 status unpacked libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 install libheimntlm0-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 status half-installed libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:58 status unpacked libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:59 install libgssapi3-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:59 status half-installed libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:59 status unpacked libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:36:59 install libsasl2-modules-db:amd64 <none> 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:36:59 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:36:59 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:36:59 install libsasl2-2:amd64 <none> 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:36:59 status half-installed libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:36:59 status unpacked libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:36:59 install libldap-common:all <none> 2.4.49+dfsg-2ubuntu1.10
2025-07-10 13:36:59 status half-installed libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2025-07-10 13:36:59 status unpacked libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2025-07-10 13:36:59 install libldap-2.4-2:amd64 <none> 2.4.49+dfsg-2ubuntu1.10
2025-07-10 13:36:59 status half-installed libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.10
2025-07-10 13:37:00 status unpacked libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.10
2025-07-10 13:37:00 install libnghttp2-14:amd64 <none> 1.40.0-1ubuntu0.3
2025-07-10 13:37:00 status half-installed libnghttp2-14:amd64 1.40.0-1ubuntu0.3
2025-07-10 13:37:00 status unpacked libnghttp2-14:amd64 1.40.0-1ubuntu0.3
2025-07-10 13:37:00 install librtmp1:amd64 <none> 2.4+20151223.gitfa8646d.1-2build1
2025-07-10 13:37:00 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2025-07-10 13:37:00 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2025-07-10 13:37:00 install libssh-4:amd64 <none> 0.9.3-2ubuntu2.5
2025-07-10 13:37:00 status half-installed libssh-4:amd64 0.9.3-2ubuntu2.5
2025-07-10 13:37:00 status unpacked libssh-4:amd64 0.9.3-2ubuntu2.5
2025-07-10 13:37:00 install libcurl4:amd64 <none> 7.68.0-1ubuntu2.25
2025-07-10 13:37:00 status half-installed libcurl4:amd64 7.68.0-1ubuntu2.25
2025-07-10 13:37:00 status unpacked libcurl4:amd64 7.68.0-1ubuntu2.25
2025-07-10 13:37:00 install libexif12:amd64 <none> 0.6.21-6ubuntu0.4
2025-07-10 13:37:00 status half-installed libexif12:amd64 0.6.21-6ubuntu0.4
2025-07-10 13:37:00 status unpacked libexif12:amd64 0.6.21-6ubuntu0.4
2025-07-10 13:37:01 install libfreetype6:amd64 <none> 2.10.1-2ubuntu0.4
2025-07-10 13:37:01 status half-installed libfreetype6:amd64 2.10.1-2ubuntu0.4
2025-07-10 13:37:01 status unpacked libfreetype6:amd64 2.10.1-2ubuntu0.4
2025-07-10 13:37:01 install libgif7:amd64 <none> 5.1.9-1ubuntu0.1
2025-07-10 13:37:01 status half-installed libgif7:amd64 5.1.9-1ubuntu0.1
2025-07-10 13:37:01 status unpacked libgif7:amd64 5.1.9-1ubuntu0.1
2025-07-10 13:37:01 install libid3tag0:amd64 <none> 0.15.1b-14
2025-07-10 13:37:01 status half-installed libid3tag0:amd64 0.15.1b-14
2025-07-10 13:37:01 status unpacked libid3tag0:amd64 0.15.1b-14
2025-07-10 13:37:01 install libjpeg-turbo8:amd64 <none> 2.0.3-0ubuntu1.20.04.3
2025-07-10 13:37:01 status half-installed libjpeg-turbo8:amd64 2.0.3-0ubuntu1.20.04.3
2025-07-10 13:37:01 status unpacked libjpeg-turbo8:amd64 2.0.3-0ubuntu1.20.04.3
2025-07-10 13:37:01 install libjpeg8:amd64 <none> 8c-2ubuntu8
2025-07-10 13:37:01 status half-installed libjpeg8:amd64 8c-2ubuntu8
2025-07-10 13:37:01 status unpacked libjpeg8:amd64 8c-2ubuntu8
2025-07-10 13:37:01 install libjbig0:amd64 <none> 2.1-3.1ubuntu0.20.04.1
2025-07-10 13:37:01 status half-installed libjbig0:amd64 2.1-3.1ubuntu0.20.04.1
2025-07-10 13:37:01 status unpacked libjbig0:amd64 2.1-3.1ubuntu0.20.04.1
2025-07-10 13:37:01 install libwebp6:amd64 <none> 0.6.1-2ubuntu0.20.04.3
2025-07-10 13:37:01 status half-installed libwebp6:amd64 0.6.1-2ubuntu0.20.04.3
2025-07-10 13:37:01 status unpacked libwebp6:amd64 0.6.1-2ubuntu0.20.04.3
2025-07-10 13:37:02 install libtiff5:amd64 <none> 4.1.0+git191117-2ubuntu0.20.04.14
2025-07-10 13:37:02 status half-installed libtiff5:amd64 4.1.0+git191117-2ubuntu0.20.04.14
2025-07-10 13:37:02 status unpacked libtiff5:amd64 4.1.0+git191117-2ubuntu0.20.04.14
2025-07-10 13:37:02 install libx11-xcb1:amd64 <none> 2:1.6.9-2ubuntu1.6
2025-07-10 13:37:02 status half-installed libx11-xcb1:amd64 2:1.6.9-2ubuntu1.6
2025-07-10 13:37:02 status unpacked libx11-xcb1:amd64 2:1.6.9-2ubuntu1.6
2025-07-10 13:37:02 install libxcb-shm0:amd64 <none> 1.14-2
2025-07-10 13:37:02 status half-installed libxcb-shm0:amd64 1.14-2
2025-07-10 13:37:02 status unpacked libxcb-shm0:amd64 1.14-2
2025-07-10 13:37:02 install libimlib2:amd64 <none> 1.6.1-1ubuntu0.1
2025-07-10 13:37:02 status half-installed libimlib2:amd64 1.6.1-1ubuntu0.1
2025-07-10 13:37:02 status unpacked libimlib2:amd64 1.6.1-1ubuntu0.1
2025-07-10 13:37:02 install libxinerama1:amd64 <none> 2:1.1.4-2
2025-07-10 13:37:02 status half-installed libxinerama1:amd64 2:1.1.4-2
2025-07-10 13:37:03 status unpacked libxinerama1:amd64 2:1.1.4-2
2025-07-10 13:37:03 install yudit-common:all <none> 2.9.6-8build1
2025-07-10 13:37:03 status half-installed yudit-common:all 2.9.6-8build1
2025-07-10 13:37:05 status unpacked yudit-common:all 2.9.6-8build1
2025-07-10 13:37:05 install feh:amd64 <none> 3.3-1
2025-07-10 13:37:05 status half-installed feh:amd64 3.3-1
2025-07-10 13:37:05 status unpacked feh:amd64 3.3-1
2025-07-10 13:37:05 install menu:amd64 <none> 2.1.47ubuntu4
2025-07-10 13:37:05 status half-installed menu:amd64 2.1.47ubuntu4
2025-07-10 13:37:06 status unpacked menu:amd64 2.1.47ubuntu4
2025-07-10 13:37:06 install fonts-dejavu-core:all <none> 2.37-1
2025-07-10 13:37:06 status half-installed fonts-dejavu-core:all 2.37-1
2025-07-10 13:37:06 status unpacked fonts-dejavu-core:all 2.37-1
2025-07-10 13:37:06 install fontconfig-config:all <none> 2.13.1-2ubuntu3
2025-07-10 13:37:06 status half-installed fontconfig-config:all 2.13.1-2ubuntu3
2025-07-10 13:37:06 status unpacked fontconfig-config:all 2.13.1-2ubuntu3
2025-07-10 13:37:06 install libfontconfig1:amd64 <none> 2.13.1-2ubuntu3
2025-07-10 13:37:06 status half-installed libfontconfig1:amd64 2.13.1-2ubuntu3
2025-07-10 13:37:07 status unpacked libfontconfig1:amd64 2.13.1-2ubuntu3
2025-07-10 13:37:07 install libxrender1:amd64 <none> 1:0.9.10-1
2025-07-10 13:37:07 status half-installed libxrender1:amd64 1:0.9.10-1
2025-07-10 13:37:07 status unpacked libxrender1:amd64 1:0.9.10-1
2025-07-10 13:37:07 install libxft2:amd64 <none> 2.3.3-0ubuntu1
2025-07-10 13:37:07 status half-installed libxft2:amd64 2.3.3-0ubuntu1
2025-07-10 13:37:07 status unpacked libxft2:amd64 2.3.3-0ubuntu1
2025-07-10 13:37:07 install libxpm4:amd64 <none> 1:3.5.12-1ubuntu0.20.04.2
2025-07-10 13:37:07 status half-installed libxpm4:amd64 1:3.5.12-1ubuntu0.20.04.2
2025-07-10 13:37:07 status unpacked libxpm4:amd64 1:3.5.12-1ubuntu0.20.04.2
2025-07-10 13:37:07 install libxrandr2:amd64 <none> 2:1.5.2-0ubuntu1
2025-07-10 13:37:07 status half-installed libxrandr2:amd64 2:1.5.2-0ubuntu1
2025-07-10 13:37:08 status unpacked libxrandr2:amd64 2:1.5.2-0ubuntu1
2025-07-10 13:37:08 install fluxbox:amd64 <none> 1.3.5-2build2
2025-07-10 13:37:08 status half-installed fluxbox:amd64 1.3.5-2build2
2025-07-10 13:37:10 status unpacked fluxbox:amd64 1.3.5-2build2
2025-07-10 13:37:10 install libdrm-amdgpu1:amd64 <none> 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:10 status half-installed libdrm-amdgpu1:amd64 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:10 status unpacked libdrm-amdgpu1:amd64 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:10 install libpciaccess0:amd64 <none> 0.16-0ubuntu1
2025-07-10 13:37:10 status half-installed libpciaccess0:amd64 0.16-0ubuntu1
2025-07-10 13:37:10 status unpacked libpciaccess0:amd64 0.16-0ubuntu1
2025-07-10 13:37:10 install libdrm-intel1:amd64 <none> 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:10 status half-installed libdrm-intel1:amd64 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:10 status unpacked libdrm-intel1:amd64 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:10 install libdrm-nouveau2:amd64 <none> 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:10 status half-installed libdrm-nouveau2:amd64 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:10 status unpacked libdrm-nouveau2:amd64 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:10 install libdrm-radeon1:amd64 <none> 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:10 status half-installed libdrm-radeon1:amd64 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:10 status unpacked libdrm-radeon1:amd64 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:11 install libfontenc1:amd64 <none> 1:1.1.4-0ubuntu1
2025-07-10 13:37:11 status half-installed libfontenc1:amd64 1:1.1.4-0ubuntu1
2025-07-10 13:37:11 status unpacked libfontenc1:amd64 1:1.1.4-0ubuntu1
2025-07-10 13:37:11 install libglapi-mesa:amd64 <none> 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:11 status half-installed libglapi-mesa:amd64 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:11 status unpacked libglapi-mesa:amd64 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:11 install libllvm12:amd64 <none> 1:12.0.0-3ubuntu1~20.04.5
2025-07-10 13:37:11 status half-installed libllvm12:amd64 1:12.0.0-3ubuntu1~20.04.5
2025-07-10 13:37:17 status unpacked libllvm12:amd64 1:12.0.0-3ubuntu1~20.04.5
2025-07-10 13:37:18 install libsensors-config:all <none> 1:3.6.0-2ubuntu1.1
2025-07-10 13:37:18 status half-installed libsensors-config:all 1:3.6.0-2ubuntu1.1
2025-07-10 13:37:18 status unpacked libsensors-config:all 1:3.6.0-2ubuntu1.1
2025-07-10 13:37:19 install libsensors5:amd64 <none> 1:3.6.0-2ubuntu1.1
2025-07-10 13:37:19 status half-installed libsensors5:amd64 1:3.6.0-2ubuntu1.1
2025-07-10 13:37:20 status unpacked libsensors5:amd64 1:3.6.0-2ubuntu1.1
2025-07-10 13:37:20 install libvulkan1:amd64 <none> 1.2.131.2-1
2025-07-10 13:37:20 status half-installed libvulkan1:amd64 1.2.131.2-1
2025-07-10 13:37:21 status unpacked libvulkan1:amd64 1.2.131.2-1
2025-07-10 13:37:21 install libgl1-mesa-dri:amd64 <none> 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:21 status half-installed libgl1-mesa-dri:amd64 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:26 status unpacked libgl1-mesa-dri:amd64 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:26 install libxcb-dri2-0:amd64 <none> 1.14-2
2025-07-10 13:37:26 status half-installed libxcb-dri2-0:amd64 1.14-2
2025-07-10 13:37:26 status unpacked libxcb-dri2-0:amd64 1.14-2
2025-07-10 13:37:28 install libxcb-dri3-0:amd64 <none> 1.14-2
2025-07-10 13:37:28 status half-installed libxcb-dri3-0:amd64 1.14-2
2025-07-10 13:37:28 status unpacked libxcb-dri3-0:amd64 1.14-2
2025-07-10 13:37:29 install libxcb-glx0:amd64 <none> 1.14-2
2025-07-10 13:37:29 status half-installed libxcb-glx0:amd64 1.14-2
2025-07-10 13:37:29 status unpacked libxcb-glx0:amd64 1.14-2
2025-07-10 13:37:29 install libxcb-present0:amd64 <none> 1.14-2
2025-07-10 13:37:29 status half-installed libxcb-present0:amd64 1.14-2
2025-07-10 13:37:31 status unpacked libxcb-present0:amd64 1.14-2
2025-07-10 13:37:31 install libxcb-sync1:amd64 <none> 1.14-2
2025-07-10 13:37:31 status half-installed libxcb-sync1:amd64 1.14-2
2025-07-10 13:37:31 status unpacked libxcb-sync1:amd64 1.14-2
2025-07-10 13:37:32 install libxcb-xfixes0:amd64 <none> 1.14-2
2025-07-10 13:37:32 status half-installed libxcb-xfixes0:amd64 1.14-2
2025-07-10 13:37:32 status unpacked libxcb-xfixes0:amd64 1.14-2
2025-07-10 13:37:32 install libxfixes3:amd64 <none> 1:5.0.3-2
2025-07-10 13:37:32 status half-installed libxfixes3:amd64 1:5.0.3-2
2025-07-10 13:37:32 status unpacked libxfixes3:amd64 1:5.0.3-2
2025-07-10 13:37:32 install libxshmfence1:amd64 <none> 1.3-1
2025-07-10 13:37:32 status half-installed libxshmfence1:amd64 1.3-1
2025-07-10 13:37:33 status unpacked libxshmfence1:amd64 1.3-1
2025-07-10 13:37:33 install libxxf86vm1:amd64 <none> 1:1.1.4-1build1
2025-07-10 13:37:33 status half-installed libxxf86vm1:amd64 1:1.1.4-1build1
2025-07-10 13:37:33 status unpacked libxxf86vm1:amd64 1:1.1.4-1build1
2025-07-10 13:37:33 install libglx-mesa0:amd64 <none> 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:33 status half-installed libglx-mesa0:amd64 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:34 status unpacked libglx-mesa0:amd64 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:34 install x11-common:all <none> 1:7.7+19ubuntu14
2025-07-10 13:37:34 status half-installed x11-common:all 1:7.7+19ubuntu14
2025-07-10 13:37:35 status unpacked x11-common:all 1:7.7+19ubuntu14
2025-07-10 13:37:35 install libice6:amd64 <none> 2:1.0.10-0ubuntu1
2025-07-10 13:37:35 status half-installed libice6:amd64 2:1.0.10-0ubuntu1
2025-07-10 13:37:35 status unpacked libice6:amd64 2:1.0.10-0ubuntu1
2025-07-10 13:37:35 install libjpeg9:amd64 <none> 1:9d-1
2025-07-10 13:37:35 status half-installed libjpeg9:amd64 1:9d-1
2025-07-10 13:37:35 status unpacked libjpeg9:amd64 1:9d-1
2025-07-10 13:37:35 install libjpeg-progs:amd64 <none> 1:9d-1
2025-07-10 13:37:35 status half-installed libjpeg-progs:amd64 1:9d-1
2025-07-10 13:37:36 status unpacked libjpeg-progs:amd64 1:9d-1
2025-07-10 13:37:36 install libsasl2-modules:amd64 <none> 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:37:36 status half-installed libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:37:36 status unpacked libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:37:36 install libsm6:amd64 <none> 2:1.2.3-1
2025-07-10 13:37:36 status half-installed libsm6:amd64 2:1.2.3-1
2025-07-10 13:37:36 status unpacked libsm6:amd64 2:1.2.3-1
2025-07-10 13:37:36 install libutempter0:amd64 <none> 1.1.6-4
2025-07-10 13:37:36 status half-installed libutempter0:amd64 1.1.6-4
2025-07-10 13:37:36 status unpacked libutempter0:amd64 1.1.6-4
2025-07-10 13:37:36 install libwayland-client0:amd64 <none> 1.18.0-1ubuntu0.1
2025-07-10 13:37:36 status half-installed libwayland-client0:amd64 1.18.0-1ubuntu0.1
2025-07-10 13:37:37 status unpacked libwayland-client0:amd64 1.18.0-1ubuntu0.1
2025-07-10 13:37:37 install libxt6:amd64 <none> 1:1.1.5-1
2025-07-10 13:37:37 status half-installed libxt6:amd64 1:1.1.5-1
2025-07-10 13:37:37 status unpacked libxt6:amd64 1:1.1.5-1
2025-07-10 13:37:37 install libxmu6:amd64 <none> 2:1.1.3-0ubuntu1
2025-07-10 13:37:37 status half-installed libxmu6:amd64 2:1.1.3-0ubuntu1
2025-07-10 13:37:37 status unpacked libxmu6:amd64 2:1.1.3-0ubuntu1
2025-07-10 13:37:37 install libxaw7:amd64 <none> 2:1.0.13-1
2025-07-10 13:37:37 status half-installed libxaw7:amd64 2:1.0.13-1
2025-07-10 13:37:37 status unpacked libxaw7:amd64 2:1.0.13-1
2025-07-10 13:37:37 install libxcb-randr0:amd64 <none> 1.14-2
2025-07-10 13:37:37 status half-installed libxcb-randr0:amd64 1.14-2
2025-07-10 13:37:37 status unpacked libxcb-randr0:amd64 1.14-2
2025-07-10 13:37:38 install libxcb-shape0:amd64 <none> 1.14-2
2025-07-10 13:37:38 status half-installed libxcb-shape0:amd64 1.14-2
2025-07-10 13:37:38 status unpacked libxcb-shape0:amd64 1.14-2
2025-07-10 13:37:38 install libxcomposite1:amd64 <none> 1:0.4.5-1
2025-07-10 13:37:38 status half-installed libxcomposite1:amd64 1:0.4.5-1
2025-07-10 13:37:39 status unpacked libxcomposite1:amd64 1:0.4.5-1
2025-07-10 13:37:39 install libxi6:amd64 <none> 2:1.7.10-0ubuntu1
2025-07-10 13:37:39 status half-installed libxi6:amd64 2:1.7.10-0ubuntu1
2025-07-10 13:37:39 status unpacked libxi6:amd64 2:1.7.10-0ubuntu1
2025-07-10 13:37:40 install libxkbfile1:amd64 <none> 1:1.1.0-1
2025-07-10 13:37:40 status half-installed libxkbfile1:amd64 1:1.1.0-1
2025-07-10 13:37:40 status unpacked libxkbfile1:amd64 1:1.1.0-1
2025-07-10 13:37:40 install libxtst6:amd64 <none> 2:1.2.3-1
2025-07-10 13:37:40 status half-installed libxtst6:amd64 2:1.2.3-1
2025-07-10 13:37:41 status unpacked libxtst6:amd64 2:1.2.3-1
2025-07-10 13:37:41 install libxv1:amd64 <none> 2:1.0.11-1
2025-07-10 13:37:41 status half-installed libxv1:amd64 2:1.0.11-1
2025-07-10 13:37:41 status unpacked libxv1:amd64 2:1.0.11-1
2025-07-10 13:37:41 install libxxf86dga1:amd64 <none> 2:1.1.5-0ubuntu1
2025-07-10 13:37:41 status half-installed libxxf86dga1:amd64 2:1.1.5-0ubuntu1
2025-07-10 13:37:41 status unpacked libxxf86dga1:amd64 2:1.1.5-0ubuntu1
2025-07-10 13:37:42 install mesa-vulkan-drivers:amd64 <none> 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:42 status half-installed mesa-vulkan-drivers:amd64 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:43 status unpacked mesa-vulkan-drivers:amd64 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:43 install libglvnd0:amd64 <none> 1.3.2-1~ubuntu0.20.04.2
2025-07-10 13:37:43 status half-installed libglvnd0:amd64 1.3.2-1~ubuntu0.20.04.2
2025-07-10 13:37:43 status unpacked libglvnd0:amd64 1.3.2-1~ubuntu0.20.04.2
2025-07-10 13:37:43 install libglx0:amd64 <none> 1.3.2-1~ubuntu0.20.04.2
2025-07-10 13:37:43 status half-installed libglx0:amd64 1.3.2-1~ubuntu0.20.04.2
2025-07-10 13:37:44 status unpacked libglx0:amd64 1.3.2-1~ubuntu0.20.04.2
2025-07-10 13:37:44 install libgl1:amd64 <none> 1.3.2-1~ubuntu0.20.04.2
2025-07-10 13:37:44 status half-installed libgl1:amd64 1.3.2-1~ubuntu0.20.04.2
2025-07-10 13:37:44 status unpacked libgl1:amd64 1.3.2-1~ubuntu0.20.04.2
2025-07-10 13:37:44 install x11-utils:amd64 <none> 7.7+5
2025-07-10 13:37:44 status half-installed x11-utils:amd64 7.7+5
2025-07-10 13:37:44 status unpacked x11-utils:amd64 7.7+5
2025-07-10 13:37:44 install xbitmaps:all <none> 1.1.1-2
2025-07-10 13:37:44 status half-installed xbitmaps:all 1.1.1-2
2025-07-10 13:37:44 status unpacked xbitmaps:all 1.1.1-2
2025-07-10 13:37:45 install xfonts-encodings:all <none> 1:1.0.5-0ubuntu1
2025-07-10 13:37:45 status half-installed xfonts-encodings:all 1:1.0.5-0ubuntu1
2025-07-10 13:37:45 status unpacked xfonts-encodings:all 1:1.0.5-0ubuntu1
2025-07-10 13:37:45 install xfonts-utils:amd64 <none> 1:7.7+6
2025-07-10 13:37:45 status half-installed xfonts-utils:amd64 1:7.7+6
2025-07-10 13:37:45 status unpacked xfonts-utils:amd64 1:7.7+6
2025-07-10 13:37:45 install xfonts-terminus:all <none> 4.40-2
2025-07-10 13:37:45 status half-installed xfonts-terminus:all 4.40-2
2025-07-10 13:37:46 status unpacked xfonts-terminus:all 4.40-2
2025-07-10 13:37:46 install xterm:amd64 <none> 353-1ubuntu1.20.04.2
2025-07-10 13:37:46 status half-installed xterm:amd64 353-1ubuntu1.20.04.2
2025-07-10 13:37:47 status unpacked xterm:amd64 353-1ubuntu1.20.04.2
2025-07-10 13:37:47 startup packages configure
2025-07-10 13:37:47 configure libexpat1:amd64 2.2.9-1ubuntu0.8 <none>
2025-07-10 13:37:47 status unpacked libexpat1:amd64 2.2.9-1ubuntu0.8
2025-07-10 13:37:47 status half-configured libexpat1:amd64 2.2.9-1ubuntu0.8
2025-07-10 13:37:47 status installed libexpat1:amd64 2.2.9-1ubuntu0.8
2025-07-10 13:37:47 configure libx11-xcb1:amd64 2:1.6.9-2ubuntu1.6 <none>
2025-07-10 13:37:47 status unpacked libx11-xcb1:amd64 2:1.6.9-2ubuntu1.6
2025-07-10 13:37:47 status half-configured libx11-xcb1:amd64 2:1.6.9-2ubuntu1.6
2025-07-10 13:37:47 status installed libx11-xcb1:amd64 2:1.6.9-2ubuntu1.6
2025-07-10 13:37:47 configure libpciaccess0:amd64 0.16-0ubuntu1 <none>
2025-07-10 13:37:47 status unpacked libpciaccess0:amd64 0.16-0ubuntu1
2025-07-10 13:37:47 status half-configured libpciaccess0:amd64 0.16-0ubuntu1
2025-07-10 13:37:47 status installed libpciaccess0:amd64 0.16-0ubuntu1
2025-07-10 13:37:47 configure libjpeg9:amd64 1:9d-1 <none>
2025-07-10 13:37:47 status unpacked libjpeg9:amd64 1:9d-1
2025-07-10 13:37:47 status half-configured libjpeg9:amd64 1:9d-1
2025-07-10 13:37:47 status installed libjpeg9:amd64 1:9d-1
2025-07-10 13:37:47 configure libxau6:amd64 1:1.0.9-0ubuntu1 <none>
2025-07-10 13:37:47 status unpacked libxau6:amd64 1:1.0.9-0ubuntu1
2025-07-10 13:37:47 status half-configured libxau6:amd64 1:1.0.9-0ubuntu1
2025-07-10 13:37:47 status installed libxau6:amd64 1:1.0.9-0ubuntu1
2025-07-10 13:37:47 configure libkeyutils1:amd64 1.6-6ubuntu1.1 <none>
2025-07-10 13:37:47 status unpacked libkeyutils1:amd64 1.6-6ubuntu1.1
2025-07-10 13:37:47 status half-configured libkeyutils1:amd64 1.6-6ubuntu1.1
2025-07-10 13:37:47 status installed libkeyutils1:amd64 1.6-6ubuntu1.1
2025-07-10 13:37:47 configure libpsl5:amd64 0.21.0-1ubuntu1 <none>
2025-07-10 13:37:47 status unpacked libpsl5:amd64 0.21.0-1ubuntu1
2025-07-10 13:37:47 status half-configured libpsl5:amd64 0.21.0-1ubuntu1
2025-07-10 13:37:47 status installed libpsl5:amd64 0.21.0-1ubuntu1
2025-07-10 13:37:47 configure libglvnd0:amd64 1.3.2-1~ubuntu0.20.04.2 <none>
2025-07-10 13:37:47 status unpacked libglvnd0:amd64 1.3.2-1~ubuntu0.20.04.2
